Categoria criminologa,Sottocategoria Criminologica,Circoscrizione,Localita,Area Verde,Data,Ora
Qualità Urbana,Decoro e degrado urbano,4,PRINCIPI D'ACAJA/(VIA)                                                ,,10/06/2018,
Qualità Urbana,Decoro e degrado urbano,3,LIMONE/(VIA)                                                          ,,11/06/2018,
Qualità Urbana,Decoro e degrado urbano,4,SVIZZERA/(CORSO)                                                      ,,11/06/2018,
Qualità Urbana,Decoro e degrado urbano,6,REISS ROMOLI/GUGLIELMO (VIA)                                          ,,11/06/2018,
Qualità Urbana,Decoro e degrado urbano,8,MARCONI/GUGLIELMO (CORSO)                                             ,,11/06/2018,
Qualità Urbana,Decoro e degrado urbano,,,Area Verde,12/06/2018,
Qualità Urbana,Decoro e degrado urbano,7,FORTINO/(STRADA DEL)                                                  ,,12/06/2018,
Qualità Urbana,Decoro e degrado urbano,8,SALUZZO/(VIA)                                                         ,,12/06/2018,
Qualità Urbana,Decoro e degrado urbano,6,PERGOLESI/GIAMBATTISTA (VIA)                                          ,,12/06/2018,08.11
Qualità Urbana,Decoro e degrado urbano,1,SACCHI/PAOLO (VIA)                                                    ,,13/06/2018,
Qualità Urbana,Decoro e degrado urbano,2,BUENOS AIRES/(VIA)                                                    ,,13/06/2018,
Qualità Urbana,Decoro e degrado urbano,5,MOLISE/(CORSO)                                                        ,,13/06/2018,
Qualità Urbana,Decoro e degrado urbano,8,LOMBROSO/CESARE (VIA)                                                 ,,13/06/2018,12.46
Qualità Urbana,Decoro e degrado urbano,7,BRESCIA/(CORSO)                                                       ,,14/06/2018,
Qualità Urbana,Decoro e degrado urbano,5,COSSA/PIETRO (VIA)                                                    ,,15/06/2018,
Qualità Urbana,Decoro e degrado urbano,8,DANTE/(CORSO)                                                         ,Area Verde,15/06/2018,
Qualità Urbana,Decoro e degrado urbano,2,MONFALCONE/(VIA)                                                      ,,18/06/2018,
Qualità Urbana,Decoro e degrado urbano,5,COSSA/PIETRO (VIA)                                                    ,,18/06/2018,
Qualità Urbana,Decoro e degrado urbano,6,LEONCAVALLO/RUGGERO (VIA)                                             ,,18/06/2018,
Qualità Urbana,Decoro e degrado urbano,4,TELESIO/BERNARDINO (CORSO)                                            ,,20/06/2018,
Qualità Urbana,Decoro e degrado urbano,5,CINCINNATO/L. QUINZIO (CORSO)                                         ,,20/06/2018,
Qualità Urbana,Decoro e degrado urbano,5,FEA/LEONARDO (VIA)                                                    ,,20/06/2018,
Qualità Urbana,Decoro e degrado urbano,6,GIULIO CESARE/(CORSO)                                                 ,,20/06/2018,
Qualità Urbana,Decoro e degrado urbano,7,CATANIA/(VIA)                                                         ,,20/06/2018,
Qualità Urbana,Decoro e degrado urbano,9,BARBARESCO/(VIA)                                                      ,,20/06/2018,
Qualità Urbana,Decoro e degrado urbano,,,Area Verde,21/06/2018,
Qualità Urbana,Decoro e degrado urbano,1,GIULIO/CARLO IGNAZIO (VIA)                                            ,,21/06/2018,
Qualità Urbana,Decoro e degrado urbano,6,GIULIO CESARE/(CORSO)                                                 ,,21/06/2018,
Qualità Urbana,Decoro e degrado urbano,7,ANTONELLI/ALESSANDRO (LUNGO PO)                                       ,,21/06/2018,
Qualità Urbana,Decoro e degrado urbano,1,CARLE/GIUSEPPE E ANTONIO (VIA)                                        ,,22/06/2018,
Qualità Urbana,Decoro e degrado urbano,7,PORRI/VINCENZO (VIA)                                                  ,,22/06/2018,09.48
Qualità Urbana,Decoro e degrado urbano,7,PARMA/(VIA)                                                           ,,22/06/2018,10.48
Qualità Urbana,Decoro e degrado urbano,2,GESSI/ROMOLO (VIA)                                                    ,,23/06/2018,
Qualità Urbana,Decoro e degrado urbano,5,POTENZA/(CORSO)                                                       ,,23/06/2018,
Qualità Urbana,Decoro e degrado urbano,6,REGALDI/GIUSEPPE (VIA)                                                ,,25/06/2018,
Qualità Urbana,Decoro e degrado urbano,7,VOGHERA/(LUNGO DORA)                                                  ,,25/06/2018,
Qualità Urbana,Decoro e degrado urbano,,,Area Verde,26/06/2018,
Qualità Urbana,Decoro e degrado urbano,3,FATTORI/GIOVANNI (VIA)                                                ,,26/06/2018,
Qualità Urbana,Decoro e degrado urbano,6,GHIRLANDAIO/(PIAZZA)                                                  ,Area Verde,26/06/2018,
Qualità Urbana,Decoro e degrado urbano,6,AEROPORTO/(STRADA DELL')                                              ,,27/06/2018,
Qualità Urbana,Decoro e degrado urbano,9,FLECCHIA/GIOVANNI (VIA)                                               ,,27/06/2018,
Qualità Urbana,Decoro e degrado urbano,2,PERTINACE/PUBLIO ELVIO (VIA)                                          ,,29/06/2018,
Qualità Urbana,Decoro e degrado urbano,4,CAPELLI/CARLO (VIA)                                                   ,,29/06/2018,
Qualità Urbana,Veicoli abbandonati,6,LEINI'/(VIA)                                                          ,,11/04/2018,
Qualità Urbana,Veicoli abbandonati,7,CATANIA/(VIA)                                                         ,,21/05/2018,
