WKT,C_COMP_MER,INDIRIZZ,CARRAIO,FRONTE,INSEGNA,ANNO_INI,MESE_INI,TIPO_MER,DESC_RIP,DETT_RIP,CAT_MER,PREVALEN,TIPO_LOC,MQ_TOT_L,MQ_TOT_V,TIPO_ADD,NOME_ADD,SEZCENS,ZONASTAT,NCIRCO,SEZ_ELET,CAP
"POINT (1396347.643 4990469.037)",CF,VIA PRINCIPE TOMMASO 3,No,No,,2003,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Elettronica,S,37353,15,.,,NEGOZIO,329,09,8,727,10125
"POINT (1396209.671 4990118.648)",CF,VIA CESARE LOMBROSO 7,Si,No,,2017,12,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Profumeria,S,139746,40,30,,NEGOZIO,355,09,8,729,10125
"POINT (1396321.427 4990417.168)",CF,VIA PRINCIPE TOMMASO 7/A,No,No,,2015,12,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,10071,196,196,N,NEGOZIO,336,09,8,0,10125
"POINT (1396355.319 4990267.455)",EP,VIA MADAMA CRISTINA 15,Si,No,,1997,5,ALTRO,Somministrazione,B,Nessuna,,48613,50,,,,344,09,8,731,10125
"POINT (1396321.427 4990417.168)",CF,VIA PRINCIPE TOMMASO 7/A,No,No,,2015,12,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,10071,196,196,N,NEGOZIO,336,09,8,0,10125
"POINT (1396355.319 4990267.455)",CF,VIA MADAMA CRISTINA 15,Si,No,,1975,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,29076,35,.,,NEGOZIO,344,09,8,731,10125
"POINT (1396308.373 4990417.559)",EP,VIA PRINCIPE TOMMASO 8,No,No,,2011,1,.,Somministrazione,B,Nessuna,,41678,40,,,,335,09,8,727,10125
"POINT (1396355.319 4990267.455)",CF,VIA MADAMA CRISTINA 15,Si,No,,1991,4,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,5617,50,.,,NEGOZIO,344,09,8,731,10125
"POINT (1396308.891 4990392.674)",CF,VIA PRINCIPE TOMMASO 9/A,No,No,,1987,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,25147,59,.,,NEGOZIO,336,09,8,0,10125
"POINT (1396355.319 4990267.455)",CF,VIA MADAMA CRISTINA 15,Si,No,,1997,12,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,1544,75,.,,NEGOZIO,344,09,8,731,10125
"POINT (1396300.052 4990401.275)",CF,VIA PRINCIPE TOMMASO 10/B,No,No,,2012,5,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Audiovisivi,S,121300,86,86,,NEGOZIO,335,09,8,0,10125
"POINT (1396300.052 4990401.275)",CF,VIA PRINCIPE TOMMASO 10/B,No,No,,2004,12,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Non alimentari annessi ad altre attivita,S,16190,.,35,N,NEGOZIO,335,09,8,0,10125
"POINT (1396410.453 4990330.297)",EP,PIAZZA MADAMA CRISTINA 3,Si,No,,1995,11,ALTRO,Somministrazione,B,Nessuna,,47026,42,,N,,337,09,8,731,10125
"POINT (1396197.001 4990498.6)",CF,VIA BERNARDINO GALLIARI 9/F,No,No,,2010,12,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Pizza al taglio,S,4794,38,15,N,NEGOZIO,327,09,8,0,10125
"POINT (1396300.052 4990401.275)",CF,VIA PRINCIPE TOMMASO 10/B,No,No,,1998,4,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,12820,58,.,,NEGOZIO,335,09,8,0,10125
"POINT (1396410.453 4990330.297)",AE,PIAZZA MADAMA CRISTINA 3,Si,No,,1978,3,ALTRO,Acconciatori/estetisti,Acconciatori,Nessuna,,58246,18,.,,,337,09,8,731,10125
"POINT (1396191.103 4990488.347)",CF,VIA BERNARDINO GALLIARI 10,No,No,,2014,6,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Elettronica,S,36061,70,70,N,NEGOZIO,334,09,8,724,10125
"POINT (1396410.453 4990330.297)",CFE,PIAZZA MADAMA CRISTINA 3,Si,No,,2010,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Quotidiani e periodici,S,38089,.,25,,NEGOZIO,337,09,8,731,10125
"POINT (1396191.103 4990488.347)",CF,VIA BERNARDINO GALLIARI 10,No,No,,2013,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Audiovisivi,S,124388,75,75,,NEGOZIO,334,09,8,724,10125
"POINT (1396191.103 4990488.347)",CF,VIA BERNARDINO GALLIARI 10,No,No,,2009,8,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,109137,.,.,N,,334,09,8,724,10125
"POINT (1396204.496 4990481.062)",CF,VIA BERNARDINO GALLIARI 10 bis,Si,No,,1996,12,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,32889,20,.,,NEGOZIO,334,09,8,724,10125
"POINT (1396201.068 4990496.46)",CF,VIA BERNARDINO GALLIARI 11/A,No,No,,2002,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,21907,79,.,,NEGOZIO,327,09,8,0,10125
"POINT (1396212.511 4990490.439)",CF,VIA BERNARDINO GALLIARI 11/E,No,No,,2002,2,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,39235,23,.,,NEGOZIO,327,09,8,0,10125
"POINT (1396216.431 4990488.376)",CF,VIA BERNARDINO GALLIARI 11/F,No,No,,1993,12,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,8829,80,.,,NEGOZIO,327,09,8,0,10125
"POINT (1396258.619 4990452.513)",EP,VIA BERNARDINO GALLIARI 12/L,No,No,,2017,6,ALTRO,DIA di somministrazione,al domicilio del consumatore,Nessuna,,138532,.,,,,335,09,8,0,10125
"POINT (1396226.796 4990187.311)",CF,VIA GIUSEPPE BARETTI 18/E,No,No,,2011,10,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Gastronomia,S,117651,62,16,,NEGOZIO,355,09,8,0,10125
"POINT (1396258.619 4990452.513)",CF,VIA BERNARDINO GALLIARI 12/L,No,No,,2009,5,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Enoteca,S,108533,134,34,N,NEGOZIO,335,09,8,0,10125
"POINT (1396245.958 4990459.168)",EP,VIA BERNARDINO GALLIARI 12,Si,No,,2012,10,.,Somministrazione,B,Nessuna,,57717,51,,N,,335,09,8,726,10125
"POINT (1396245.958 4990459.168)",CF,VIA BERNARDINO GALLIARI 12,Si,No,,2017,11,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,139557,17,11,,NEGOZIO,335,09,8,726,10125
"POINT (1396279.738 4990441.413)",CF,VIA BERNARDINO GALLIARI 14 bis/D,No,No,,2012,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Audiovisivi,S,120000,15,15,,NEGOZIO,335,09,8,0,10125
"POINT (1396279.738 4990441.413)",CF,VIA BERNARDINO GALLIARI 14 bis/D,No,No,,2005,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Audiovisivi,S,31814,.,15,N,NEGOZIO,335,09,8,0,10125
"POINT (1396284.706 4990452.288)",EP,VIA BERNARDINO GALLIARI 15/C,No,No,,1996,5,ALTRO,DIA di somministrazione,nei circoli,Nessuna,,47516,295,,,,328,09,8,0,10125
"POINT (1396304.702 4990441.713)",EP,VIA BERNARDINO GALLIARI 15 bis,No,No,,2018,1,ALTRO,DIA di somministrazione,effettuata congiuntamente ad attivita di trattenimento e svago,Nessuna,,139991,49,,,,328,09,8,726,10125
"POINT (1396287.409 4990437.382)",CF,VIA BERNARDINO GALLIARI 16/A,No,No,,2004,6,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Elettronica,S,34241,25,.,,NEGOZIO,335,09,8,0,10125
"POINT (1396362.759 4990411.015)",CF,VIA BERNARDINO GALLIARI 19/B,No,No,,2005,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Elettronica,S,37365,.,38,N,NEGOZIO,329,09,8,0,10125
"POINT (1396377.492 4990403.239)",CF,VIA BERNARDINO GALLIARI 19/D,No,No,,2012,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Elettronica,S,123122,45,30,,NEGOZIO,329,09,8,0,10125
"POINT (1396377.492 4990403.239)",CF,VIA BERNARDINO GALLIARI 19/D,No,No,,2012,4,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,120446,60,40,,NEGOZIO,329,09,8,0,10125
"POINT (1396370.121 4990407.13)",CF,VIA BERNARDINO GALLIARI 19,Si,No,,2014,4,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,128760,62,50,,NEGOZIO,329,09,8,727,10125
"POINT (1396370.121 4990407.13)",CF,VIA BERNARDINO GALLIARI 19,Si,No,,2014,4,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,128760,62,50,,NEGOZIO,329,09,8,727,10125
"POINT (1396116.027 4990141.228)",CF,VIA S. ANSELMO 29,No,No,,1975,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,818,40,.,,NEGOZIO,358,09,8,732,10125
"POINT (1396119.952 4990196.022)",EP,VIA S. ANSELMO 34/B,No,No,,2014,4,.,Somministrazione,D,Nessuna,,121325,64,,,,353,09,8,0,10125
"POINT (1396370.121 4990407.13)",CF,VIA BERNARDINO GALLIARI 19,Si,No,,2013,6,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,125916,36,20,,NEGOZIO,329,09,8,727,10125
"POINT (1396370.121 4990407.13)",CF,VIA BERNARDINO GALLIARI 19,Si,No,,2000,11,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,14336,40,.,,NEGOZIO,329,09,8,727,10125
"POINT (1396119.952 4990196.022)",CF,VIA S. ANSELMO 34/B,No,No,,2012,5,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Mista,S,121496,100,20,,NEGOZIO,353,09,8,0,10125
"POINT (1396114.06 4990175.838)",EP,VIA S. ANSELMO 36/B,No,No,,2011,5,.,Somministrazione,A,Nessuna,,53857,140,,N,,353,09,8,0,10125
"POINT (1396423.009 4990379.032)",EP,VIA BERNARDINO GALLIARI 23/D,No,No,,1994,2,ALTRO,DIA di somministrazione,al domicilio del consumatore,Nessuna,,45382,1,,,,330,09,8,0,10125
"POINT (1396114.06 4990175.838)",CF,VIA S. ANSELMO 36/B,No,No,,2015,11,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,134103,175,24,,NEGOZIO,353,09,8,0,10125
"POINT (1396423.009 4990379.032)",CF,VIA BERNARDINO GALLIARI 23/D,No,No,,2017,9,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Minimercato,S,139272,23,21,,NEGOZIO,330,09,8,0,10125
"POINT (1396114.06 4990175.838)",CF,VIA S. ANSELMO 36/B,No,No,,2015,11,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,134103,175,24,,NEGOZIO,353,09,8,0,10125
"POINT (1396436.524 4990371.918)",CF,VIA BERNARDINO GALLIARI 23/H,No,No,,2014,11,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Giocattoli,S,130938,42,20,,,330,09,8,0,10125
"POINT (1396302.47 4990379.739)",EP,VIA PRINCIPE TOMMASO 11,Si,No,,2006,6,ALTRO,DIA di somministrazione,nei circoli,Nessuna,,65419,42,,N,,336,09,8,728,10125
"POINT (1396248.808 4990300.247)",CF,VIA PRINCIPE TOMMASO 16/D,No,No,,2003,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Non alimentari generici,S,27600,55,.,,NEGOZIO,342,09,8,0,10125
"POINT (1396179.556 4990212.668)",CF,VIA GIUSEPPE BARETTI 16/A,No,No,,2001,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,34262,100,.,,NEGOZIO,354,09,8,0,10125
"POINT (1396268.702 4990313.318)",EP,VIA PRINCIPE TOMMASO 17,Si,No,,2014,10,.,Somministrazione,B,Nessuna,,42702,111,,N,,343,09,8,728,10125
"POINT (1396220.608 4990244.167)",EP,VIA PRINCIPE TOMMASO 18 bis,No,No,,2014,7,.,Somministrazione,A,Nessuna,,109714,122,,N,,347,09,8,729,10125
"POINT (1396220.608 4990244.167)",EP,VIA PRINCIPE TOMMASO 18 bis,No,No,,2003,1,ALTRO,DIA di somministrazione,nei circoli,Nessuna,,54294,25,,,,347,09,8,729,10125
"POINT (1396257.829 4990291.798)",CF,VIA PRINCIPE TOMMASO 21/C,No,No,,2006,4,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,67045,30,20,N,NEGOZIO,343,09,8,0,10125
"POINT (1396257.829 4990291.798)",CF,VIA PRINCIPE TOMMASO 21/C,No,No,,2001,2,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,27114,20,.,,NEGOZIO,343,09,8,0,10125
"POINT (1396174.06 4990152.023)",EP,VIA PRINCIPE TOMMASO 26,Si,No,,2013,4,.,Somministrazione,B,Nessuna,,46097,45,,N,,354,09,8,729,10125
"POINT (1396174.06 4990152.023)",CF,VIA PRINCIPE TOMMASO 26,Si,No,,2007,12,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,107951,128,90,N,,354,09,8,729,10125
"POINT (1396226.123 4990229.313)",AE,VIA PRINCIPE TOMMASO 27,No,No,,2009,7,ALTRO,Acconciatori/estetisti,Acconciatori,Nessuna,,108701,25,.,N,,348,09,8,729,10125
"POINT (1396226.123 4990229.313)",CF,VIA PRINCIPE TOMMASO 27,No,No,,1975,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,32092,100,.,,NEGOZIO,348,09,8,729,10125
"POINT (1396220.85 4990218.811)",CF,VIA PRINCIPE TOMMASO 27 bis/A,No,No,,2016,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,136696,27,24,,NEGOZIO,348,09,8,0,10125
"POINT (1396217.823 4990212.783)",CF,VIA PRINCIPE TOMMASO 27 bis/C,No,No,,2011,2,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Bigiotteria,S,114887,19,19,,NEGOZIO,348,09,8,0,10125
"POINT (1396217.823 4990212.783)",CF,VIA PRINCIPE TOMMASO 27 bis/C,No,No,,2011,2,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Vendita al dettaglio di cose antiche ed usate,N,114887,19,19,,NEGOZIO,348,09,8,0,10125
"POINT (1396067.785 4990553.243)",CF,VIA BERNARDINO GALLIARI 2,No,No,,2017,3,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Minimercato,S,137900,80,70,,NEGOZIO,332,09,8,724,10125
"POINT (1396067.785 4990553.243)",CF,VIA BERNARDINO GALLIARI 2,No,No,,2005,4,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Phone center,S,25183,.,5,N,NEGOZIO,332,09,8,724,10125
"POINT (1396084.204 4990543.177)",CF,VIA BERNARDINO GALLIARI 2 bis/A,No,No,,1992,5,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Non alimentari generici,S,6713,80,.,,NEGOZIO,333,09,8,0,10125
"POINT (1396118.448 4990526.836)",CF,VIA BERNARDINO GALLIARI 4,Si,No,,2014,4,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Mista,S,128980,90,80,,NEGOZIO,333,09,8,724,10125
"POINT (1396118.448 4990526.836)",CF,VIA BERNARDINO GALLIARI 4,Si,No,,1999,12,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,28629,30,.,,NEGOZIO,333,09,8,724,10125
"POINT (1396171.563 4990511.984)",EP,VIA BERNARDINO GALLIARI 7/F,No,No,,2013,4,.,Somministrazione,A,Nessuna,,57746,119,,N,,327,09,8,0,10125
"POINT (1396147.714 4990075.338)",CF,VIA PRINCIPE TOMMASO 39,Si,No,,1993,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,2925,57,.,,NEGOZIO,359,09,8,732,10125
"POINT (1396147.714 4990075.338)",CF,VIA PRINCIPE TOMMASO 39,Si,No,,1976,6,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,1422,100,.,,NEGOZIO,359,09,8,732,10125
"POINT (1396230.715 4990185.249)",EP,VIA GIUSEPPE BARETTI 20/A,No,No,,2013,1,ALTRO,Somministrazione,U,Nessuna,,123865,10,,,,355,09,8,0,10125
"POINT (1396529.297 4990400.111)",EP,VIA S. PIO V 30/F,No,No,,2013,5,ALTRO,Somministrazione,U,Nessuna,,125581,24,,,,330,09,8,0,10125
"POINT (1396529.297 4990400.111)",CF,VIA S. PIO V 30/F,No,No,,2013,7,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Mista,S,126038,50,6,,NEGOZIO,330,09,8,0,10125
"POINT (1396529.297 4990400.111)",CF,VIA S. PIO V 30/F,No,No,,1994,4,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,9685,45,.,,NEGOZIO,330,09,8,0,10125
"POINT (1396034.441 4990405.961)",CF,VIA SALUZZO 19,Si,No,,2015,10,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,134098,23,23,,NEGOZIO,340,09,8,725,10125
"POINT (1396295.524 4990594.23)",AE,VIA S. ANSELMO 1,Si,No,,2012,3,ALTRO,Acconciatori/estetisti,Acconciatori,Nessuna,,120275,19,.,,,321,09,8,727,10125
"POINT (1396295.524 4990594.23)",CF,VIA S. ANSELMO 1,Si,No,,2012,10,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Minimercato,S,123182,48,19,,NEGOZIO,321,09,8,727,10125
"POINT (1396295.524 4990594.23)",CF,VIA S. ANSELMO 1,Si,No,,2005,11,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Phone center,S,41207,.,2,N,,321,09,8,727,10125
"POINT (1396414.396 4990266.567)",CF,VIA CLAUDIO LUIGI BERTHOLLET 33,Si,No,,1975,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,854,3,.,,NEGOZIO,337,09,8,731,10125
"POINT (1396279.356 4990588.969)",EP,VIA S. ANSELMO 2/G,No,No,,2000,3,ALTRO,Somministrazione,B,Nessuna,,51701,106,,,,320,09,8,0,10125
"POINT (1396313.357 4990320.067)",CF,VIA CLAUDIO LUIGI BERTHOLLET 27,Si,No,,2016,7,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,136196,39,30,,NEGOZIO,336,09,8,728,10125
"POINT (1396279.356 4990588.969)",CF,VIA S. ANSELMO 2/G,No,No,,1991,4,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,8670,102,.,,NEGOZIO,320,09,8,0,10125
"POINT (1396313.357 4990320.067)",CF,VIA CLAUDIO LUIGI BERTHOLLET 27,Si,No,,2016,7,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,136196,39,30,,NEGOZIO,336,09,8,728,10125
"POINT (1396282.748 4990569.418)",EP,VIA S. ANSELMO 3,Si,No,,2014,3,.,Somministrazione,B,Nessuna,,47155,62,,N,,321,09,8,727,10125
"POINT (1396123.408 4990365.674)",CF,VIA BELFIORE 1 bis,No,No,,2015,6,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Gastronomia,S,133068,35,35,,NEGOZIO,341,09,8,732,10125
"POINT (1396096.576 4990272.281)",CF,VIA BELFIORE 7/G,No,No,,2014,1,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,15897,130,3,N,NEGOZIO,346,09,8,0,10125
"POINT (1396016.124 4990310.83)",EP,LARGO SALUZZO 25/E,No,No,,2012,3,ALTRO,Somministrazione,U,Nessuna,,118774,31,,,,340,09,8,0,10125
"POINT (1396086.561 4990238.58)",CF,VIA BELFIORE 9/D,No,No,,2002,4,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,27601,50,.,,NEGOZIO,353,09,8,0,10125
"POINT (1396016.124 4990310.83)",CF,LARGO SALUZZO 25/E,No,No,,2008,5,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Articoli per animali,S,104572,.,50,N,NEGOZIO,340,09,8,0,10125
"POINT (1396086.561 4990238.58)",CF,VIA BELFIORE 9/D,No,No,,1999,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,26999,50,.,,NEGOZIO,353,09,8,0,10125
"POINT (1396313.013 4990141.851)",CF,VIA GIUSEPPE BARETTI 26/E,Si,No,,1989,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,7275,25,.,,NEGOZIO,356,09,8,0,10125
"POINT (1396016.124 4990310.83)",CF,LARGO SALUZZO 25/E,No,No,,2008,5,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,N,104572,.,50,N,NEGOZIO,340,09,8,0,10125
"POINT (1396018.629 4990306.282)",EP,LARGO SALUZZO 25/F,No,No,,2014,5,.,Somministrazione,U,Nessuna,,122150,53,,,,340,09,8,0,10125
"POINT (1396308.81 4990157.698)",AE,VIA GIUSEPPE BARETTI 27,No,No,,1976,8,ALTRO,Acconciatori/estetisti,Acconciatori,Nessuna,,57891,41,.,,,349,09,8,733,10125
"POINT (1395966.286 4990285.039)",EP,LARGO SALUZZO 36 scala A,No,No,,2015,12,ALTRO,Somministrazione,U,Nessuna,,134129,50,,,,351,09,8,730,10125
"POINT (1396319.077 4990152.298)",CF,VIA GIUSEPPE BARETTI 27 bis/B,No,No,,1985,9,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Non alimentari generici,S,24028,20,.,,NEGOZIO,349,09,8,0,10125
"POINT (1395981.981 4990273.668)",EP,LARGO SALUZZO 36/F,No,No,,2012,6,ALTRO,Somministrazione,U,Nessuna,,121317,73,,,,351,09,8,0,10125
"POINT (1396345.134 4990138.593)",EP,VIA GIUSEPPE BARETTI 29,Si,No,,2001,4,ALTRO,DIA di somministrazione,Somministrazioni generiche soggette a DIA,Nessuna,,52611,1154,,,,349,09,8,733,10125
"POINT (1395981.981 4990273.668)",CF,LARGO SALUZZO 36/F,No,No,,2012,6,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Bibite,S,122098,54,20,,NEGOZIO,351,09,8,0,10125
"POINT (1396362.616 4990129.398)",EP,VIA GIUSEPPE BARETTI 31/C,No,No,,2016,12,ALTRO,Somministrazione,U,Nessuna,,137263,42,,,,349,09,8,0,10125
"POINT (1396097.874 4990600.8)",EP,VIA SALUZZO 6/G,No,No,,2010,3,.,Somministrazione,B,Nessuna,,111038,115,,,,325,09,8,0,10125
"POINT (1396349.15520833 4990017.17604167)",CF,VIA ORMEA 29 bis,No,No,,2003,1,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Pasticceria,S,36410,50,.,,NEGOZIO,361,09,8,733,10125
"POINT (1396057.258 4990272.158)",EP,VIA GIUSEPPE BARETTI 6/D,No,No,,2015,8,ALTRO,Somministrazione,U,Nessuna,,133204,50,,,,352,09,8,730,10125
"POINT (1396057.258 4990272.158)",CF,VIA GIUSEPPE BARETTI 6/D,No,No,,2013,2,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Bibite,S,124626,61,40,,NEGOZIO,352,09,8,730,10125
"POINT (1396057.258 4990272.158)",CF,VIA GIUSEPPE BARETTI 6/D,No,No,,2013,2,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,124626,61,40,,NEGOZIO,352,09,8,730,10125
"POINT (1396056.503 4990283.328)",CF,VIA GIUSEPPE BARETTI 7/C,No,No,,2017,8,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Bibite,S,139038,37,1,,NEGOZIO,340,09,8,0,10125
"POINT (1396056.503 4990283.328)",CF,VIA GIUSEPPE BARETTI 7/C,No,No,,2015,7,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,133409,37,8,,NEGOZIO,340,09,8,0,10125
"POINT (1396066.929 4990269.42)",EP,VIA GIUSEPPE BARETTI 8,Si,No,,2012,4,.,Somministrazione,U,Nessuna,,110350,37,,,,352,09,8,730,10125
"POINT (1396233.585 4990499.635)",AE,VIA S. ANSELMO 8,Si,No,,2002,7,ALTRO,Acconciatori/estetisti,Acconciatori,Nessuna,,62332,46,.,,,327,09,8,726,10125
"POINT (1396066.929 4990269.42)",CF,VIA GIUSEPPE BARETTI 8,Si,No,,1993,12,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Macelleria,S,38405,20,.,,NEGOZIO,352,09,8,730,10125
"POINT (1396233.585 4990499.635)",CF,VIA S. ANSELMO 8,Si,No,,2017,7,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Mista,S,138910,54,30,,NEGOZIO,327,09,8,726,10125
